,id,rated,created_at,last_move_at,turns,white_id,white_rating,black_id,black_rating,moves
3683,sl3IlOq3,True,1490294051797.0,1490296110453.0,68,shadowslord,1334,bulldog63,1284,e4 c5 Na3 e5 Nf3 Nf6 Bd3 Nc6 O-O Bd6 Nb5 Be7 c4 a6 Nxe5 Nxe5 Bc2 axb5 cxb5 d6 d4 cxd4 Qxd4 Qd7 Ba4 O-O f4 Neg4 b6 Rxa4 b4 d5 Rd1 Rxb4 Qd3 Bc5+ Be3 Bxe3+ Kf1 Nxh2+ Ke2 d4 Rdb1 Qg4+ Ke1 Rxb1+ Qxb1 Qxf4 Ke2 Qg4+ Kd3 Qxe4+ Ke2 Qxg2+ Kd3 Bf5+ Kc4 Bxb1 Rxb1 Qc2+ Kb5 Qxb1+ Kc5 d3+ Kd6 Qxb6+ Ke7 Re8#
3684,ILYohlgX,True,1504130000000.0,1504130000000.0,39,bobbyevans,1518,nuriuslu,1410,e4 e5 Nf3 Nc6 Bc4 Nf6 Nc3 Bb4 d4 Bxc3+ bxc3 Nxe4 Qd3 Nf6 dxe5 d5 exd6 cxd6 O-O O-O Re1 g6 Bg5 Bf5 Qd2 Qd7 Bxf6 Na5 Qd4 Rfe8 Rxe8+ Rxe8 Bh8 Re5 Nxe5 dxe5 Qxe5 Qe6 Qg7#
3685,e5jiGflb,True,1491160000000.0,1491160000000.0,59,shazanmj,1469,chicago_chess,1485,e4 e5 Bc4 Nc6 Nf3 Nf6 d4 exd4 Nxd4 Ne5 Bd5 c6 Bb3 Bc5 Be3 Nxe4 Nc3 f5 Qh5+ g6 Qh3 Ng4 O-O Nd2 Rfd1 Nxb3 axb3 d5 Re1 Nxe3 Rxe3+ Be7 Qh6 f4 Re5 Qd6 Rae1 Be6 Rxe6 Qd7 Rxe7+ Qxe7 Rxe7+ Kxe7 Qg7+ Kd6 Qf6+ Kc5 Na4+ Kb4 Qd6+ Ka5 Qc5+ b5 Nxc6+ Ka6 Nc3 Rae8 Qxb5#
3686,dFQ5D7CS,True,1503581249033.0,1503581743661.0,112,taranga,1281,naoufel,1765,e4 e5 Nf3 d6 Bc4 Be7 d3 Nf6 Ng5 O-O Nxf7 Rxf7 Bxf7+ Kxf7 O-O Nc6 Nc3 Kg8 Be3 Bd7 d4 exd4 Bxd4 Nxd4 Qxd4 c5 Qc4+ Kh8 Nd5 Nxd5 Qxd5 Bc6 Qf5 Bf6 Rfe1 Qf8 e5 Bxe5 Qxf8+ Rxf8 c3 a6 Rac1 b5 c4 b4 Rb1 a5 a3 b3 Re3 a4 g4 Bd4 Rg3 Bxf2+ Kf1 Bxg3+ Ke2 Bxh2 Kd3 Be5 Kd2 Be4 Re1 Bc2 Kc1 Bd3 g5 Rf1 Rxf1 Bxf1 Kd1 Bf4 Ke1 Bxc4 Kf2 Bc1 Kg3 Bxb2 Kg4 Bxa3 Kh5 b2 g6 hxg6+ Kxg6 b1=Q+ Kh5 Bc1 Kg4 Be2+ Kh4 Qf5 Kg3 Bf4+ Kf2 a3 Kxe2 Bd2 Kxd2 a2 Kc1 a1=Q+ Kd2 Qa4 Kc3 Qh3+ Kb2 Qab3+ Ka1 Qh1#
3687,LNtixkHi,True,1495270000000.0,1495270000000.0,65,starik82,1251,masterzyd,1314,e4 e5 Nf3 d5 Nxe5 dxe4 Bc4 Nh6 d3 Qf6 Ng4 Bc5 Nxf6+ gxf6 Bxh6 Nc6 Qh5 Ne5 Bg7 Bg4 Qh4 Rg8 Qxh7 O-O-O Bxf6 Rde8 Bxe5 exd3 Bxf7 Rxe5+ Kd2 Rd8 Nc3 Bb4 Rhe1 Bxc3+ Kxc3 Rc5+ Kd2 Rxc2+ Ke3 Rd7 Qg8+ Rd8 Qxg4+ Kb8 Bg6 Rxb2 Bxd3 Re8+ Be4 Rc2 f3 a6 Qg5 b6 Red1 Ka7 Qd5 c6 Qd7+ Kb8 Qxe8+ Kc7 Rd7#
3688,fbSlJaL8,True,1421350879343.0,1421352201233.0,56,tristiano84,1257,aran09,1389,e4 e5 Qh5 Nc6 Bc4 g6 Qf3 Nh6 Nc3 Bc5 Nd5 Be7 d3 Nd4 Qd1 Bg5 Bxg5 Qxg5 Nf3 Qxg2 Nxc7+ Kf8 Rg1 Nxf3+ Ke2 Nd4+ Kd2 Qxf2+ Kc1 Rb8 Rf1 Qxh2 Ne6+ dxe6 c3 Ne2+ Kb1 Ng3 Rf3 b5 Bb3 b4 d4 Nxe4 a3 Nd2+ Ka2 Nxb3 Kxb3 Bb7 axb4 Bd5+ Ka4 Qxb2 c4 Qxb4#
3689,XhHdbRd8,True,1491073882082.0,1491074708896.0,77,whyshy,2132,sodel,2263,Nf3 c5 g3 Nc6 Bg2 g6 O-O Bg7 c4 Nf6 Nc3 O-O d3 d6 a3 Bd7 Rb1 a5 Bd2 e6 Ng5 h6 Nge4 Nxe4 Nxe4 Qc7 b3 Rad8 Qc1 Kh7 Nc3 Nd4 e3 Nf5 b4 axb4 axb4 Bc6 Ne4 b6 Bc3 e5 f4 d5 cxd5 Bxd5 bxc5 bxc5 fxe5 Bxe5 Rb5 Bxc3 Rxc5 Qb7 Qxc3 Bxe4 dxe4 Ng7 Rc7 Rc8 Qxg7+ Kxg7 Rxb7 Rc3 e5 Rxe3 Re7 h5 Bd5 Rb8 Bxf7 Rb2 Bxg6+ Kxg6 Rf6+ Kg5 Rg7#
3690,fak0RT9a,True,1500418980959.0,1500420258307.0,171,mrhawk,1071,tiquira,891,e4 e5 Nf3 c6 Bc4 g6 Ng5 Qxg5 O-O Bc5 Qf3 d5 exd5 Bg4 Qb3 Be2 Re1 Bf3 Qxb7 Bxg2 Qxa8 Bxf2+ Kxf2 Qf4+ Kxg2 Qxc4 Qxb8+ Ke7 Rxe5+ Kf6 Qd8+ Kxe5 Qg5+ Kd6 d3 Qxc2+ Bd2 Qxd3 Bf4+ Kc5 d6+ Qf5 Qg3 Nf6 Qe3+ Kd5 Nc3+ Kc4 Qe2+ Kc5 Na4+ Kd5 Nc3+ Kc5 Be3+ Kxd6 Qd2+ Ke6 Re1 Ng4 Bg1+ Ne5 Bxa7 Qg5+ Kf2 Qxd2+ Re2 Qf4+ Ke1 Qxh2 Rxh2 Nd3+ Ke2 Nxb2 a3 Ra8 Bd4 Rxa3 Nb1 Ra4 Bxb2 Re4+ Kf3 Rb4 Re2+ Kd5 Rd2+ Ke6 Re2+ Kf5 Nd2 Rxb2 Rg2 Rb4 Rh2 Rf4+ Kg3 Rg4+ Kf3 Rf4+ Ke3 c5 Rxh7 f6 Rc7 Re4+ Nxe4 g5 Ng3+ Ke5 Rxc5+ Kd6 Ne4+ Ke6 Nxg5+ fxg5 Rxg5 Kf6 Rb5 Ke6 Ke4 Kd6 Rb6+ Kc5 Rb1 Kd6 Rd1+ Ke6 Kf4 Kf6 Rd6+ Ke7 Ke5 Kf7 Rd7+ Kg6 Kf4 Kf6 Rd6+ Ke7 Ke5 Kf7 Rd7+ Kg6 Rd6+ Kg5 Rd3 Kg6 Rg3+ Kf7 Rf3+ Ke7 Re3 Kd7 Rd3+ Kc6 Rc3+ Kb5 Kd4 Kb4 Rc4+ Kb3 Rc1 Kb4 Rb1+ Ka3 Kc3 Ka2 Rb5 Ka3 Ra5#
3691,BS5Zr8jU,True,1503937141817.0,1503937739208.0,69,paul91,1783,rd1234,1916,d4 d5 c4 Nf6 Nf3 e6 Nc3 Bd7 Bg5 Be7 e3 dxc4 Bxc4 Bc6 O-O h6 Bh4 Nbd7 Re1 Nb6 Bd3 Nfd5 Bxe7 Qxe7 Ne5 Nxc3 bxc3 Qd6 e4 Nd7 Nxc6 Qxc6 Rb1 Nb6 Bb5 O-O Bxc6 bxc6 a4 a5 Qc2 Rfd8 Red1 Nc4 Qb3 Nd6 e5 Ne4 f3 Ng5 Qb7 f6 exf6 gxf6 Qxc6 Kf7 Qxc7+ Kg6 h4 Nf7 h5+ Kg7 Rb7 Rf8 Qg3+ Kh8 Qg6 Ng5 Qg7#
3692,mskSEbwv,False,1502500000000.0,1502500000000.0,31,duckduckcow,1832,ducksandcats,1821,e4 c6 d4 d5 e5 Bf5 Nc3 e6 Bd3 Bxd3 Qxd3 Nd7 Nf3 c5 dxc5 Bxc5 Be3 b6 O-O-O Ne7 h4 Nf5 Nxd5 Nxe3 Nxe3 Qc7 Qe4 O-O Ng5 h6 Qh7#
3693,QntK4zkI,True,1445030000000.0,1445030000000.0,29,jabekens,1916,vincenzo53,1072,e4 e6 d4 Qf6 Nf3 g6 Bg5 Qg7 Bc4 h6 Bh4 Ne7 O-O Nbc6 c3 b6 Re1 f6 d5 Ne5 Nxe5 g5 Qh5+ Kd8 Nf7+ Ke8 Nd6+ Kd8 Qe8#
3694,y1wGkFTi,True,1493914568857.0,1493915116786.0,42,diazbrothers,1659,sagansaxo,1550,e4 e5 Nf3 Nc6 d4 d6 d5 Nce7 Nc3 Nf6 Bg5 h6 Bh4 g5 Bg3 Bg4 h3 Bh5 Be2 Bg6 Qd3 b6 O-O Bg7 Qb5+ Nd7 h4 f5 hxg5 fxe4 gxh6 Bxh6 Nh4 e3 fxe3 Bxe3+ Kh1 Nf5 Bh2 Rxh4 Nd1 Ng3#
3695,81VEgWTD,True,1490440000000.0,1490440000000.0,49,vfhfnvfhfn22,1640,sssehc,1650,d4 Nf6 c4 d5 Nc3 dxc4 Nf3 Nc6 e3 Bg4 Bxc4 Bxf3 Qxf3 e6 O-O Bd6 Rd1 O-O e4 e5 dxe5 Nxe5 Qe2 Nfg4 h3 Nf6 Bf4 Ng6 Bxd6 cxd6 Nb5 Ne8 Nxd6 Qb6 Nxf7 Nf4 Qf3 Nd6 Nxd6+ Kh8 Nf7+ Kg8 Qxf4 Qxb2 Qh4 b5 Ng5+ Kh8 Qxh7#
3696,1jQvcCAO,True,1504450000000.0,1504460000000.0,16,dnowchess,1811,dorliss,1753,d4 Nf6 c4 e5 dxe5 Ng4 Nf3 Nc6 Bf4 Bb4+ Nc3 Qe7 Bg5 Qc5 Bd2 Qxf2#
3697,i070jbuW,True,1504172572909.0,1504172797330.0,18,davidc87,1446,menok,1505,e4 e5 Nf3 Nc6 Bc4 Nd4 Nxe5 Qg5 Nxf7 Qxg2 Rf1 Nf3+ Ke2 Nd4+ Ke1 Qxe4+ Be2 Nf3#
3698,wawk02Fd,True,1489339622681.0,1489339894649.0,25,viktor65,1874,derspiegel,1748,e4 c5 f4 e6 Nf3 d6 Bb5+ Bd7 Bxd7+ Nxd7 O-O g6 d4 cxd4 Nxd4 Bg7 c3 Ngf6 Qf3 Nc5 e5 dxe5 fxe5 Nfd7 Qxf7#
3699,qQ2iOf88,True,1481470930116.0,1481471457825.0,52,bagoez,1632,viktorr,1453,b3 e5 Bb2 Nc6 g3 d5 Bg2 Nf6 e3 Bc5 Ne2 Bg4 h3 Bxe2 Qxe2 O-O Nc3 d4 Ne4 Bb6 Qf3 dxe3 dxe3 Nxe4 Qxe4 Ba5+ c3 f5 Qc2 Qd6 O-O e4 a4 Ne5 Ba3 Nf3+ Bxf3 Bb4 cxb4 exf3 b5 Qh6 Bxf8 Qxh3 Qc4+ Kh8 Bxg7+ Kxg7 Qd4+ Kg6 Qh4 Qg2#
3700,wYvU04xT,True,1491649737681.0,1491650530090.0,44,arturfritz,1517,paspalov,1661,e4 c5 c4 g6 Nc3 a6 Nf3 Bg7 d3 Nc6 Be3 b6 Qc2 Bb7 g3 Nf6 Bg2 O-O O-O-O e6 h4 Nb4 Qb3 d5 exd5 exd5 cxd5 Nfxd5 Nxd5 Bxd5 Qa3 Nxa2+ Kb1 Qf6 d4 Qf5+ Ka1 Nb4 dxc5 Nc2+ Kb1 Nxa3+ Kc1 Qc2#
3701,QuXpukEi,True,1487850000000.0,1487850000000.0,85,sulaemangozali,1645,kellyclarkson,1353,Nf3 Nc6 e4 e5 d4 d6 Bc4 a6 dxe5 b5 Bxf7+ Kxf7 Ng5+ Ke8 e6 Be7 Nf7 Bxe6 Nxh8 Qc8 Qh5+ Kd8 Qxh7 Nf6 Qxg7 Ne8 Nf7+ Bxf7 Qxf7 Ne5 Qh5 Nd7 Nc3 Nef6 Qh8+ Nf8 Bg5 Qe6 O-O Qe5 Bxf6 Bxf6 Qg8 Kd7 Rad1 Qf4 Nd5 Qe5 f4 Qxe4 Nxf6+ Kc6 Nxe4 d5 Qxd5+ Kb6 b4 a5 Nc5 c6 Qf7 axb4 Qxf8 Rxf8 Nd7+ Ka5 Nxf8 Ka4 Rf3 c5 Rd6 Ka5 Nd7 b3 a3 bxc2 Rc3 b4 axb4+ cxb4 Rxc2 Ka4 Nc5+ Ka3 Ra6#
3702,IPerZhzi,False,1503769603230.0,1503770838097.0,114,vares,1587,seciyeli,1562,Nf3 d5 e3 e6 Nc3 a6 b3 Nf6 Bb2 Be7 Be2 O-O O-O Nfd7 d4 b5 Bd3 Bb7 Ne2 Nc6 c4 dxc4 bxc4 bxc4 Bxc4 Bf6 Ba3 Re8 Rb1 Na5 Bd3 Bxf3 gxf3 Nb6 Nf4 Be7 Bxe7 Qxe7 Qe2 Nd5 Nxd5 exd5 Bxa6 Qg5+ Kh1 Re6 Qb5 Rexa6 Qb8+ Qd8 Qxd8+ Rxd8 Rfc1 c6 Rc2 h6 Kg2 Nc4 Rb7 Nd6 Rc7 Nc4 Kg3 Re8 Kf4 Re6 Kf5 Rg6 f4 c5 Rxc5 Nd6+ Ke5 Nb7 Rc8+ Kh7 Kxd5 Ra5+ Ke4 Nd6+ Kd3 Nxc8 Rxc8 Rxa2 f5 Rg2 e4 Rgxf2 d5 Rf3+ Kd4 Ra4+ Ke5 f6+ Ke6 Rxe4+ Kf7 Ra3 Rg8 Ra7+ Kf8 Ree7 d6 Rf7+ Ke8 Kxg8 d7 Raxd7 h4 Rde7+ Kd8 Ra7 h5 Ra8#
3703,ZnlHxqo0,True,1502990000000.0,1502990000000.0,65,slon-al,1787,wesleytonini,1417,e4 e5 Nf3 d6 d4 exd4 Nxd4 Qf6 Be3 Nh6 Nc3 Ng4 Nd5 Qd8 Bc4 c6 Nf4 g5 Nh5 h6 h3 Nf6 Nxf6+ Qxf6 Nb3 Be6 Bd4 Qe7 Bxe6 Rg8 Bf5 Bg7 O-O Bxd4 Nxd4 Nd7 Bh7 Rg7 Nf5 Qf6 Nxd6+ Ke7 Nf5+ Ke8 Nxg7+ Qxg7 Bf5 Rd8 Bxd7+ Rxd7 Qc1 g4 hxg4 Qxg4 Qxh6 Ke7 e5 Qc4 Qf6+ Ke8 Rfd1 Rxd1+ Rxd1 Qxc2 Rd8#
3704,OeBcizPR,True,1503975791777.0,1503977040189.0,79,darzius,1302,jayaram,1183,Nf3 e6 Nc3 d5 a3 Nc6 d4 a6 e4 dxe4 Nxe4 Nf6 Bg5 Be7 Bxf6 Bxf6 c3 Qd5 Bd3 Bd7 Nxf6+ gxf6 O-O f5 Nd2 Rg8 f3 Ne7 Qe1 O-O-O Rf2 Ng6 Qe3 f4 Qe2 e5 Ne4 Nh4 Nf6 Rg7 Nxd5 c6 Ne7+ Kc7 Qxe5+ Kb6 Qxg7 Bf5 Bxf5 Nxf5 Nxf5 Rd5 Qxf7 a5 Qxh7 Kb5 Ne7 Re5 Qd3+ Kb6 dxe5 c5 Nd5+ Kc6 Nxf4 b5 Qd6+ Kb7 Qxc5 Ka6 e6 a4 e7 Ka5 e8=Q Ka6 Qe6+ Ka5 Qc7#
3705,wx7M6nr5,True,1495383717711.0,1495384224874.0,60,hash_13-chess,1136,mr_zilgaze,843,g3 g6 Bg2 Bg7 Nf3 Nc6 Nc3 d6 O-O Nh6 d3 e5 h3 Qf6 Bxh6 Bxh6 e3 b6 d4 Bb7 dxe5 Nxe5 Nxe5 Bxg2 Kxg2 Qxe5 Kg1 f5 Re1 O-O-O e4 f4 g4 Rhf8 f3 Qc5+ Kf1 Qc4+ Kg1 Bg7 Qd2 Bd4+ Kg2 d5 exd5 Qc5 Re4 Be3 Qd3 Bf2 Nb5 Rxd5 Qb3 Bg3 Nxa7+ Kb7 Nb5 Rd2+ Kf1 Qf2#
3706,5Gf12F8q,True,1499419501893.0,1499420314527.0,45,ferassaeedd,1873,nexovec,1667,e4 e5 f4 d6 Nf3 Nc6 Bc4 Bg4 O-O Nf6 Nc3 Be7 b4 Nxb4 fxe5 dxe5 d4 Nc6 Nd5 Nxd4 Nxf6+ Bxf6 Bxf7+ Kxf7 Nxe5+ Ke8 Nxg4 Rf8 Ba3 Rf7 e5 Nxc2 Qxc2 Qd4+ Nf2 Bxe5 Rad1 Qe3 Rde1 Qxa3 Rxe5+ Kd8 Rd1+ Kc8 Re8#
3707,ATbFpLdo,True,1504080000000.0,1504080000000.0,89,rf81,1301,alichess68,1587,e4 g6 Qf3 Bg7 d3 d6 Be2 Nf6 h3 O-O Qg3 Nc6 c3 Bd7 h4 Qc8 h5 gxh5 Bxh5 Nxh5 Rxh5 Bg4 Rh4 Ne5 f3 Bd7 Rh1 Nxd3+ Kd2 Nc5 Qh4 h6 Qxe7 Re8 Qh4 Ne6 Qg3 Ng5 Kd1 Ba4+ b3 Bb5 Bxg5 hxg5 Qh2 Qe6 Qh7+ Kf8 Rh5 Qg6 Qxg6 fxg6 Rxg5 Bf1 Rxg6 b5 Nh3 b4 Ng5 bxc3 Nxc3 Bxc3 Rc1 Ba5 Ne6+ Ke7 Nxc7 Bxc7 Rxc7+ Kd8 Rgg7 Bb5 Rb7 Bc6 Rbc7 Bb5 Rb7 a6 a4 Bc6 Rbc7 Rc8 Ra7 d5 Rxa6 dxe4 fxe4 Bxe4 Rd6#
3708,7Ihgcr3g,False,1496067913803.0,1496068288227.0,35,xxmlgswegxx,1353,fire7,1522,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Qf3 Be6 Nxe6 fxe6 Nc3 Nd4 Qh5+ g6 Qxe5 Nxc2+ Kd1 Nxa1 Nxd5 c6 Nc7+ Kf7 Qxe6+ Kg7 Qf7+ Kh6 d4+ Kh5 Be2+ Kh4 Qf4#
3709,HFffVCEe,True,1493924711881.0,1493925473306.0,70,andreastorch,1029,ekko99,1753,Nh3 e5 f4 exf4 Nxf4 Qh4+ g3 Qf6 Bg2 Ne7 b3 d5 Bb2 Qxb2 Nc3 Qa3 Ncxd5 Nxd5 Nxd5 Be6 Qc1 Qc5 c4 g6 Nxc7+ Qxc7 O-O Bg7 Rb1 Bf5 e4 Qc5+ Kh1 Be6 e5 Nc6 Bxc6+ Qxc6+ Kg1 Rc8 d4 Bh3 d5 Qc5+ Kh1 Bxf1 Qxf1 Bxe5 Rd1 O-O h4 Bxg3 Rd3 Bxh4 Rf3 Rce8 Qh3 Re1+ Kg2 Re2+ Kf1 Rfe8 Qxh4 Re1+ Kg2 R8e2+ Kg3 Qg1+ Kf4 Re4#
3710,g7APGoFF,True,1504292118126.0,1504292709159.0,63,suntzuxxv,1526,denisgodunov,1564,e4 e5 Bc4 Nf6 d3 c6 Bg5 Be7 Qf3 h6 Bh4 O-O c3 a6 d4 exd4 cxd4 Bb4+ Nc3 Re8 Bxf6 Qxf6 Qxf6 gxf6 Ne2 Bxc3+ Nxc3 d5 Bb3 dxe4 O-O e3 fxe3 Rxe3 Rxf6 Kh8 Rxf7 Be6 Bxe6 Rxe6 Raf1 Kg8 Rxb7 Rd6 Ne4 Rxd4 Nf6+ Kh8 Nd5 Nd7 Rxd7 cxd5 h3 Rg8 Rd6 Rd2 Rxh6+ Kg7 Rxa6 Kh7 Rf7+ Kh8 Rh6#
3711,P52dSnkE,False,1491700000000.0,1491700000000.0,110,shijima220,1500,mauornelas,2126,e4 c5 Nf3 d6 d4 cxd4 Nxd4 Nf6 Nc3 a6 Bg5 e6 f4 Be7 Bd3 Qc7 O-O Qb6 Bc4 e5 fxe5 dxe5 Bxf6 Bxf6 Nd5 Qc5 Nxf6+ gxf6 Rxf6 Qxc4 Nf3 Be6 Ng5 Nd7 Rf2 h6 Nxe6 Qxe6 Qh5 Qg6 Qh3 O-O-O Qc3+ Kb8 Raf1 f6 a4 Qxe4 b4 Qc6 Qxc6 bxc6 c4 Kc7 b5 axb5 cxb5 cxb5 axb5 Rb8 Rb2 Rb6 Rc1+ Kd6 Rd2+ Ke7 Rc7 Rd6 Rxd6 Kxd6 Rc6+ Ke7 b6 Rb8 Kf2 Rxb6 Rxb6 Nxb6 Ke3 f5 g3 Ke6 h3 Kd5 Kd3 Nc4 Ke2 e4 h4 Kd4 Kf2 Ne5 Ke2 e3 Ke1 Ke4 Ke2 h5 Ke1 Kf3 Kf1 Kxg3 Ke2 f4 Kf1 f3 Kg1 e2 Kh1 e1=R#
3712,BtiNa3v8,False,1480730000000.0,1480730000000.0,33,marvaey,1430,thepawnsofwrath,1492,e4 c5 Bc4 Nf6 d3 Nc6 Nc3 b6 Bxf7+ Kxf7 Qf3 Nd4 Qf4 Nxc2+ Kd2 Nxa1 Kd1 Kg8 e5 Nh5 Qc4+ e6 h4 Qc7 Qg4 d6 Qxh5 dxe5 Nf3 Qd6 Nxe5 c4 Qf7#
3713,Mc5Bnj2Y,True,1447980000000.0,1447980000000.0,119,stexupery,1465,vivacaligula,1500,d4 e5 c4 exd4 Qxd4 Nc6 Qe4+ Be7 Bg5 Nf6 Bxf6 gxf6 Nf3 Ne5 Nxe5 fxe5 Qxe5 O-O e3 Bd6 Qh5 Qf6 Bd3 Re8 Qxh7+ Kf8 Nc3 Qg7 Nd5 Qxh7 Bxh7 Re6 O-O Rh6 Bf5 Rh5 Bh3 Be5 Rab1 b6 f4 c6 fxe5 cxd5 cxd5 Ba6 Rf5 Bd3 Rxh5 Bxb1 Bxd7 Ke7 Bf5 Bxa2 Rh7 Bxd5 e4 Be6 Bxe6 Kxe6 g4 Rd8 h4 Rd1+ Kf2 Kxe5 Rxf7 Kxe4 Re7+ Kf4 g5 Rd2+ Re2 Rd3 g6 Kg4 Re8 Rf3+ Ke2 Rf6 g7 Rg6 g8=Q Rxg8 Rxg8+ Kxh4 Rg7 a5 Kd3 b5 Kc3 Kh5 Rg1 Kh4 Kd4 Kh3 Kc5 b4 Kb5 Kh2 Rg8 a4 Kxb4 a3 bxa3 Kh3 a4 Kh4 a5 Kh5 a6 Kh6 a7 Kh7 Rg1 Kh6 a8=Q Kh5 Qh8#
3714,PuAM0GwH,True,1453860000000.0,1453860000000.0,58,riddem_n_rims,1445,dpoty,1428,d4 d5 c4 dxc4 Nc3 c5 dxc5 Qxd1+ Nxd1 Nd7 Be3 e5 g3 Bxc5 Bxc5 Nxc5 Nf3 e4 Ng5 h6 Nh3 Be6 Nc3 O-O-O Bg2 Nf6 Nf4 g6 Nxe6 fxe6 O-O Rd2 Nb5 Rxb2 Nxa7+ Kb8 Rab1 Rxb1 Rxb1 Kxa7 a4 Nxa4 f3 Nc3 Rb4 Nxe2+ Kf2 Nd4 Ra4+ Kb8 Rxc4 Rd8 fxe4 Ng4+ Kg1 Ne2+ Kh1 Nf2#
3715,PAAabxxH,True,1504201088881.0,1504201466658.0,54,nknyazev,1137,bloodbrother777,1359,d4 d5 Nf3 Nc6 Bf4 h6 Nc3 a6 e3 Nf6 Ne5 e6 Nxc6 bxc6 Na4 Bd6 Bxd6 cxd6 Nc3 Rb8 b3 Qa5 Qd2 O-O Bd3 c5 dxc5 dxc5 O-O c4 Be2 Ne4 b4 Qxb4 Rad1 Nxd2 Rxd2 Qxc3 Rfd1 e5 Rxd5 Qxc2 R5d2 Qc3 Rd5 Be6 R5d2 Rfd8 Rxd8+ Rxd8 Rxd8+ Kh7 Bf3 Qe1#
3716,XjKzN7Dw,True,1470250000000.0,1470250000000.0,55,grandmuppet,1259,thechuff,1324,e4 e5 f4 Nf6 fxe5 Nxe4 Nf3 Nc6 Bc4 Nxe5 Nxe5 Qe7 Bxf7+ Qxf7 Nxf7 Kxf7 Qf3+ Nf6 O-O Bc5+ d4 Bxd4+ Be3 Bxb2 Qd5+ Kg6 Rxf6+ Bxf6 c3 Re8 Bd4 Re1+ Kf2 c6 Qf3 Rc1 Qg3+ Kf7 Bxf6 gxf6 Qd3 d5 a4 f5 a5 Be6 Ra4 Rd8 Rh4 Kg6 Qg3+ Kf7 Rxh7+ Kf6 Qg7#
3717,yNLwbz9R,True,1481471150097.0,1481472023091.0,38,anakgreget,1730,lallabiga,1473,e4 e5 Nf3 Nc6 Bc4 Nf6 Ng5 d5 exd5 Nxd5 Qf3 f6 Bxd5 Qe7 Bxc6+ bxc6 Qxc6+ Kd8 Qxa8 fxg5 Qd5+ Ke8 O-O Be6 Qxe5 h5 Re1 Rh6 d4 Rf6 Bxg5 Qb4 Bxf6 gxf6 Qxe6+ Be7 Qxf6 Qxe1#
3718,T7ZghMlH,True,1422560000000.0,1422560000000.0,63,tolia,1899,chasesims,1263,e4 h5 Bc4 Rh6 Nc3 Nf6 e5 Ng8 d4 d5 Bxd5 Bg4 f3 Bf5 Bxh6 gxh6 g4 Bg6 f4 e6 Bxb7 Be7 Bxa8 Nd7 Be4 Qb8 Bxg6 fxg6 gxh5 gxh5 Qxh5+ Kd8 Nge2 Qc8 Qf7 Qa8 Qxg8+ Nf8 O-O-O Kd7 d5 Kc8 d6 Kb7 dxe7 a5 Qg2+ Ka7 Qxa8+ Kxa8 exf8=Q+ Kb7 Na4 Kc6 Nec3 h5 Qc5+ Kb7 Rd7 Ka6 Rxc7 h4 Qb6#
3719,K16wxrOX,False,1463720000000.0,1463730000000.0,65,papasi,2489,apicots,1500,d4 d5 c4 Nf6 cxd5 Nxd5 e4 Nf6 Nc3 Nc6 d5 e5 dxc6 Qxd1+ Kxd1 Bb4 Bb5 O-O cxb7 Bxb7 f3 Rad8+ Kc2 a6 Bc4 Rd4 b3 Bxc3 Kxc3 a5 Be3 Nxe4+ fxe4 Rxe4 Bc5 Rd8 Nf3 Re3+ Bxe3 Bxf3 gxf3 Rd6 f4 exf4 Bxf4 Rc6 Rhe1 g5 Bxg5 h6 Be3 Re6 Bxe6 fxe6 Rad1 c5 Rd7 Kf8 Bxh6+ Ke8 Ra7 Kd8 Rf1 Kc8 Rf8#
3720,ui2RhDXK,True,1498661296782.0,1498661600547.0,49,lordofking,2156,rezakamran12,1700,e4 c5 Nf3 e6 d4 cxd4 Nxd4 Nc6 Nc3 Nxd4 Qxd4 Nf6 e5 Ng8 Be3 Ne7 O-O-O Nf5 Qd3 Nxe3 Qxe3 Be7 Bd3 Bg5 f4 Bh6 g4 g6 Kb1 Bg7 Ne4 b6 Nd6+ Ke7 Be4 Rb8 Qa3 Qc7 Nxc8+ Kd8 Nd6 Rf8 Rhe1 f5 exf6 Bxf6 Nb7+ Rxb7 Qxf8#
3721,n2nxpfS7,True,1472286728034.0,1472287660700.0,88,anatolinozka,1978,mikhail_riemann,1814,Nf3 g6 g3 Bg7 Bg2 Nf6 O-O O-O d4 d5 Bg5 Nbd7 Qd2 c6 Nc3 e6 Ne5 Qe8 Qf4 Nh5 Qf3 Nxe5 dxe5 Bxe5 g4 Ng7 Nd1 f6 Bh6 Rf7 c3 Qe7 e4 Qd6 h3 Ne8 Ne3 g5 Rad1 Nc7 Nc4 Qe7 exd5 cxd5 Ne3 b6 Rfe1 Rb8 h4 gxh4 Bf4 Bb7 Bxe5 fxe5 Qh3 Rbf8 Rd2 e4 c4 Rg7 cxd5 exd5 Red1 Qf6 Nf5 Rg6 Rc2 Ne6 Nxh4 Nf4 Qg3 Nh5 Qh3 Nf4 Qg3 Nh5 Qc7 Rxg4 Qxb7 Qxh4 Qxd5+ Rf7 Rc7 Rxg2+ Kxg2 Nf4+ Kf1 Qh1#
